word,bias,group
/c/en/gender_neutral,,
/c/en/man,0.7092966432918782,neutral
/c/en/woman,0.6680042365690253,neutral
/c/en/hom,,
/c/en/adult,0.006169269936270435,neutral
/c/en/person,0.03868072911796978,neutral
/c/en/men,0.039688611615589876,neutral
/c/en/women,0.0397907728004403,neutral
/c/en/homs,3.0830200734046905e-18,neutral
/c/en/adults,8.259570953260008e-05,neutral
/c/en/people,3.7773987361810685e-05,neutral
/c/en/executive,4.183065193673903e-05,neutral
/c/en/aviator,0.0006254903656264259,neutral
/c/en/flyer,1.9448954759775676e-05,neutral
/c/en/pilot,0.008201845026436895,neutral
/c/en/member,0.0004897417274467179,neutral
/c/en/anchor,0.0009468130345781188,neutral
/c/en/commentator,,
/c/en/newscaster,,
/c/en/member,0.0004897417274467179,neutral
/c/en/businessperson,1.8038280504864368e-16,neutral
/c/en/executive,4.183065193673903e-05,neutral
/c/en/operator,9.897952591521683e-17,neutral
/c/en/cinematographer,1.849971059188103e-05,neutral
/c/en/chairperson,3.1560674419773473e-16,neutral
/c/en/cleaner,6.28716926695645e-17,neutral
/c/en/representative,1.9423949758098753e-17,neutral
/c/en/citizen,0.0004758126701395768,neutral
/c/en/compatriot,0.0009635942076588198,neutral
/c/en/artisan,0.00018950251910868055,neutral
/c/en/crewmember,0.00019171882927393496,neutral
/c/en/attendant,,
/c/en/drafter,2.67841955992125e-06,neutral
/c/en/firefighter,1.6699071676789288e-16,neutral
/c/en/angler,,
/c/en/supervisor,0.00014276068746816773,neutral
/c/en/repairperson,0.00018283388720492934,neutral
/c/en/equestrian,1.2202692224784783e-16,neutral
/c/en/relative,0.02575192851866243,neutral
/c/en/sheriff,0.00018813292486738348,neutral
/c/en/officer,0.0023242270498788765,neutral
/c/en/nonprofessional,,
/c/en/athlete,1.605492243249541e-16,neutral
/c/en/dockworker,,
/c/en/carrier,,
/c/en/sharpshooter,,
/c/en/intermediary,,
/c/en/reporter,4.443867031240617e-18,neutral
/c/en/officer,0.0023242270498788765,neutral
/c/en/worker,0.023017741822713343,neutral
/c/en/operator,9.897952591521683e-17,neutral
/c/en/technician,,
/c/en/salesperson,8.196434977887175e-17,neutral
/c/en/spokesperson,3.045961273797442e-17,neutral
/c/en/leader,0.04631446933948806,neutral
/c/en/diplomat,,
/c/en/official,0.0006665479878437395,neutral
/c/en/guard,3.28803260189485e-06,neutral
/c/en/helper,0.00035599423268508425,neutral
/c/en/homemaker,6.921976412391763e-17,neutral
/c/en/attendant,,
/c/en/spouse,0.0001600176800960372,neutral
/c/en/partner,1.9111282069937073e-05,neutral
/c/en/mate,5.609653530696748e-05,neutral
/c/en/minister,0.014058223705107203,neutral
/c/en/doorkeeper,,
/c/en/fixer,,
/c/en/principal,6.0554516396981875e-06,neutral
/c/en/tradesperson,0.00011572730020278663,neutral
/c/en/politician,0.00029742786161746695,neutral
/c/en/supervisor,0.00014276068746816773,neutral
/c/en/server,0.002582046526663781,neutral
/c/en/follower,1.54657641252046e-16,neutral
/c/en/supporter,,
